26 84 105.8 241.96
27 87 106.72 244.72
26 87 105.8 244.72
27 89 106.72 246.56
25 74 104.88 232.76
25 75 104.88 233.68
30 89 109.48 246.56
28 88 107.64 245.64
28 88 107.64 245.64
29 90 108.56 247.48
28 90 107.64 247.48
25 91 104.88 248.4
26 89 105.8 246.56
54 77 131.56 235.52
66 71 142.6 230.0
84 66 159.16 225.4
85 72 160.08 230.92
84 75 159.16 233.68
84 80 159.16 238.28
91 77 165.6 235.52
108 65 181.24 224.48
117 55 189.52 215.28
121 53 193.2 213.44
137 37 207.92 198.72
155 43 224.48 204.24
157 37 226.32 198.72
170 -2 238.28 162.84
177 -12 244.72 153.64
185 -6 252.08 159.16
192 -23 258.52 143.52
196 -24 262.2 142.6
195 -13 261.28 152.72
196 -12 262.2 153.64
203 -26 268.64 140.76
216 -49 280.6 119.6
221 -58 285.2 111.32
226 -66 289.8 103.96
228 -76 291.64 94.76
229 -74 292.56 96.6
228 -73 291.64 97.52
229 -75 292.56 95.68
228 -84 291.64 87.4
229 -85 292.56 86.48
228 -85 291.64 86.48
231 -104 294.4 69.0
235 -116 298.08 57.96
236 -137 299.0 38.64
234 -151 297.16 25.76
232 -175 295.32 3.68
226 -196 289.8 -15.64
223 -205 287.04 -23.92
213 -226 277.84 -43.24
212 -217 276.92 -34.96
205 -218 270.48 -35.88
205 -217 270.48 -34.96
207 -218 272.32 -35.88
178 -219 245.64 -36.8
158 -222 227.24 -39.56
147 -231 217.12 -47.84
132 -249 203.32 -64.4
118 -268 190.44 -81.88
127 -285 198.72 -97.52
149 -291 218.96 -103.04
151 -292 220.8 -103.96
153 -291 222.64 -103.04
153 -291 222.64 -103.04
153 -295 222.64 -106.72
152 -300 221.72 -111.32
152 -297 221.72 -108.56
152 -294 221.72 -105.8
152 -300 221.72 -111.32
149 -300 218.96 -111.32
148 -299 218.04 -110.4
142 -303 212.52 -114.08
124 -312 195.96 -122.36
115 -317 187.68 -126.96
100 -326 173.88 -135.24
89 -329 163.76 -138.0
56 -336 133.4 -144.44
17 -340 97.52 -148.12
4 -338 85.56 -146.28
-30 -333 54.28 -141.68
-48 -330 37.72 -138.92
-90 -313 -0.92 -123.28
-134 -307 -41.4 -117.76
-144 -328 -50.6 -137.08
-172 -308 -76.36 -118.68
-167 -309 -71.76 -119.6
-146 -332 -52.44 -140.76
-88 -326 0.92 -135.24
-74 -327 13.8 -136.16
-13 -369 69.92 -174.8
-13 -392 69.92 -195.96
-18 -336 65.32 -144.44
-41 -318 44.16 -127.88
-39 -298 46.0 -109.48
-64 -303 23.0 -114.08
-48 -307 37.72 -117.76
-39 -303 46.0 -114.08
-39 -305 46.0 -115.92
-38 -306 46.92 -116.84
18 -319 98.44 -128.8
62 -333 138.92 -141.68
-31 -337 53.36 -145.36
-33 -327 51.52 -136.16
-47 -329 38.64 -138.0
-119 -295 -27.6 -106.72
-120 -295 -28.52 -106.72
-134 -292 -41.4 -103.96
-150 -276 -56.12 -89.24
-167 -257 -71.76 -71.76
-196 -199 -98.44 -18.4
-197 -184 -99.36 -4.6
-202 -161 -103.96 16.56
-202 -172 -103.96 6.44
-200 -169 -102.12 9.2
-202 -166 -103.96 11.96
-200 -166 -102.12 11.96
-202 -154 -103.96 23.0
-199 -119 -101.2 55.2
-194 -108 -96.6 65.32
-194 -105 -96.6 68.08
-194 -99 -96.6 73.6
-190 -91 -92.92 80.96
-180 -41 -83.72 126.96
-177 -30 -80.96 137.08
-173 -15 -77.28 150.88
-170 -12 -74.52 153.64
-173 -21 -77.28 145.36
-171 -35 -75.44 132.48
-169 -24 -73.6 142.6
-171 -17 -75.44 149.04
-174 -15 -78.2 150.88
-182 -13 -85.56 152.72
-187 -15 -90.16 150.88
-199 -14 -101.2 151.8
-208 -18 -109.48 148.12
-166 -10 -70.84 155.48
-151 -3 -57.04 161.92
-142 19 -48.76 182.16
-138 29 -45.08 191.36
-130 41 -37.72 202.4
-127 46 -34.96 207.0
-118 50 -26.68 210.68
-131 58 -38.64 218.04
-112 56 -21.16 216.2
-90 65 -0.92 224.48
-22 86 61.64 243.8
-35 90 49.68 247.48
-35 89 49.68 246.56
-37 81 47.84 239.2
-32 85 52.44 242.88
-10 83 72.68 241.04
-5 89 77.28 246.56
3 84 84.64 241.96
14 84 94.76 241.96
29 87 108.56 244.72
43 81 121.44 239.2
48 81 126.04 239.2
59 76 136.16 234.6
64 75 140.76 233.68
76 72 151.8 230.92
115 75 187.68 233.68
127 68 198.72 227.24
154 50 223.56 210.68
163 41 231.84 202.4
160 28 229.08 190.44
166 20 234.6 183.08
177 15 244.72 178.48
206 -5 271.4 160.08
214 -18 278.76 148.12
226 -43 289.8 125.12
226 -56 289.8 113.16
221 -62 285.2 107.64
222 -79 286.12 92.0
223 -94 287.04 78.2
241 -111 303.6 62.56
245 -116 307.28 57.96
244 -116 306.36 57.96
243 -118 305.44 56.12
244 -118 306.36 56.12
245 -104 307.28 69.0
237 -74 299.92 96.6
231 -68 294.4 102.12
217 -22 281.52 144.44
213 -9 277.84 156.4
192 8 258.52 172.04
163 41 231.84 202.4
146 59 216.2 218.96
126 82 197.8 240.12
104 86 177.56 243.8
77 90 152.72 247.48
76 91 151.8 248.4
76 92 151.8 249.32
74 93 149.96 250.24
76 92 151.8 249.32
41 98 119.6 254.84
3 96 84.64 253.0
-10 94 72.68 251.16
-46 84 39.56 241.96
-69 65 18.4 224.48
-98 7 -8.28 171.12
-123 -1 -31.28 163.76
-128 0 -35.88 164.68
-106 -74 -15.64 96.6
-93 -110 -3.68 63.48
-67 -172 20.24 6.44
-54 -204 32.2 -23.0
-60 -170 26.68 8.28
-61 -80 25.76 91.08
-118 -90 -26.68 81.88
-71 -82 16.56 89.24
-151 -78 -57.04 92.92
-164 -84 -69.0 87.4
-163 -18 -68.08 148.12
-171 -19 -75.44 147.2
-182 -70 -85.56 100.28
-189 -86 -92.0 85.56
-183 -86 -86.48 85.56
-152 -90 -57.96 81.88
-126 -94 -34.04 78.2
-96 -90 -6.44 81.88
-115 -90 -23.92 81.88
-147 -79 -53.36 92.0
-157 -79 -62.56 92.0
-153 -94 -58.88 78.2
-178 -114 -81.88 59.8
-194 -163 -96.6 14.72
-199 -163 -101.2 14.72
-195 -184 -97.52 -4.6
-189 -203 -92.0 -22.08
-181 -230 -84.64 -46.92
-153 -288 -58.88 -100.28
-138 -290 -45.08 -102.12
-115 -306 -23.92 -116.84
-111 -307 -20.24 -117.76
-99 -318 -9.2 -127.88
-81 -324 7.36 -133.4
-73 -327 14.72 -136.16
-64 -327 23.0 -136.16
-53 -323 33.12 -132.48
-35 -344 49.68 -151.8
36 -339 115.0 -147.2
56 -341 133.4 -149.04
86 -339 161.0 -147.2
84 -334 159.16 -142.6
79 -302 154.56 -113.16
81 -301 156.4 -112.24
83 -331 158.24 -139.84
78 -337 153.64 -145.36
69 -344 145.36 -151.8
90 -360 164.68 -166.52
185 -388 252.08 -192.28
204 -373 269.56 -178.48
126 -348 197.8 -155.48
80 -342 155.48 -149.96
101 -332 174.8 -140.76
136 -345 207.0 -152.72
150 -330 219.88 -138.92
172 -284 240.12 -96.6
172 -282 240.12 -94.76
173 -282 241.04 -94.76
174 -290 241.96 -102.12
176 -312 243.8 -122.36
176 -347 243.8 -154.56
176 -347 243.8 -154.56
174 -313 241.96 -123.28
184 -293 251.16 -104.88
205 -295 270.48 -106.72
216 -293 280.6 -104.88
226 -288 289.8 -100.28
246 -236 308.2 -52.44
262 -201 322.92 -20.24
272 -179 332.12 0.0
303 -150 360.64 26.68
302 -148 359.72 28.52
287 -152 345.92 24.84
205 -450 270.48 -249.32
356 -460 409.4 -258.52
409 -385 458.16 -189.52
381 -405 432.4 -207.92
370 -399 422.28 -202.4
293 -394 351.44 -197.8
268 -389 328.44 -193.2
323 -327 379.04 -136.16
310 -267 367.08 -80.96
313 -250 369.84 -65.32
283 -211 342.24 -29.44
-161 5 -66.24 169.28
-178 -9 -81.88 156.4
-162 -22 -67.16 144.44
-172 -55 -76.36 114.08
-190 -68 -92.92 102.12
-173 -66 -77.28 103.96
-177 -135 -80.96 40.48
-167 -171 -71.76 7.36
-164 -225 -69.0 -42.32
-175 -189 -79.12 -9.2
-183 -198 -86.48 -17.48
-194 -173 -96.6 5.52
